Epoch 1: train_loss: 7.075042138303764, train_acc: 0.29754377431906615, train_f1: 0.17406063488151827
Epoch 38: train_loss: 2.8068441106187696, train_acc: 0.7176556420233463, train_f1: 0.7413932422464334
Epoch 39: train_loss: 2.7554939716242632, train_acc: 0.7205739299610895, train_f1: 0.7414740543846392
Epoch 40: train_loss: 2.7451162695420854, train_acc: 0.7238570038910506, train_f1: 0.7500958334772997
Epoch 41: train_loss: 2.681080328351329, train_acc: 0.7300583657587548, train_f1: 0.7592378485464044
Epoch 42: train_loss: 2.646538766441642, train_acc: 0.7360165369649806, train_f1: 0.7616277358763622
Epoch 43: train_loss: 2.670859710251775, train_acc: 0.7320038910505836, train_f1: 0.7601256511656277
Epoch 44: train_loss: 2.6926770312312978, train_acc: 0.728112840466926, train_f1: 0.7522563979318626
Epoch 45: train_loss: 2.6347656913304607, train_acc: 0.7373540856031129, train_f1: 0.7690716051599038
Epoch 46: train_loss: 2.559585928916931, train_acc: 0.7412451361867705, train_f1: 0.7728100930750785
Epoch 47: train_loss: 2.610970987883987, train_acc: 0.7378404669260701, train_f1: 0.7686694501254676
Epoch 48: train_loss: 2.556775922441297, train_acc: 0.741853112840467, train_f1: 0.7731466615544109
Epoch 49: train_loss: 2.542452708524489, train_acc: 0.7458657587548638, train_f1: 0.775410417596099
Epoch 50: train_loss: 2.5268555568813813, train_acc: 0.7459873540856031, train_f1: 0.7755011437265584
Epoch 51: train_loss: 2.4924292156204637, train_acc: 0.7485408560311284, train_f1: 0.7806226788528244
Epoch 52: train_loss: 2.5215326164946945, train_acc: 0.7444066147859922, train_f1: 0.7743652082862397
Epoch 53: train_loss: 2.4534699112060934, train_acc: 0.7552285992217899, train_f1: 0.7892517815966459
Epoch 54: train_loss: 2.452557269701234, train_acc: 0.7527966926070039, train_f1: 0.7889354333747756
Epoch 55: train_loss: 2.4450265039265853, train_acc: 0.7535262645914397, train_f1: 0.7878311214598854
Epoch 56: train_loss: 2.392294339400785, train_acc: 0.7577821011673151, train_f1: 0.7953888635870587
Epoch 57: train_loss: 2.4632449096742772, train_acc: 0.7510943579766537, train_f1: 0.7836920061133862
Epoch 58: train_loss: 2.380388253625729, train_acc: 0.7600924124513618, train_f1: 0.7987762025359912
Epoch 59: train_loss: 2.370121918763632, train_acc: 0.7614299610894941, train_f1: 0.7976387079188293
Epoch 60: train_loss: 2.3387188939268952, train_acc: 0.7655642023346303, train_f1: 0.8020212572711335
Epoch 61: train_loss: 2.3607293849789217, train_acc: 0.7624027237354085, train_f1: 0.8010820042725936
Epoch 62: train_loss: 2.33991635703855, train_acc: 0.7643482490272373, train_f1: 0.8043510601013728
Epoch 63: train_loss: 2.307523954239337, train_acc: 0.7676313229571985, train_f1: 0.8048437875124718
Epoch 64: train_loss: 2.2951816554663247, train_acc: 0.7676313229571985, train_f1: 0.802158854720516
Epoch 65: train_loss: 2.3020722736180526, train_acc: 0.7696984435797666, train_f1: 0.8076200582064619
Epoch 66: train_loss: 2.275437416037697, train_acc: 0.7693336575875487, train_f1: 0.8104033770759121
Epoch 67: train_loss: 2.2730424677815417, train_acc: 0.7723735408560312, train_f1: 0.8122859195206362
Epoch 68: train_loss: 2.287633118926319, train_acc: 0.7721303501945526, train_f1: 0.8089251240318333
Epoch 69: train_loss: 2.2197130672662637, train_acc: 0.7773589494163424, train_f1: 0.8165892351833287
Epoch 70: train_loss: 2.247524494326996, train_acc: 0.7750486381322957, train_f1: 0.8138921325604626
Epoch 71: train_loss: 2.2301711472555823, train_acc: 0.7758998054474708, train_f1: 0.8155684259817965
Epoch 72: train_loss: 2.224546203121601, train_acc: 0.7774805447470817, train_f1: 0.8170244459868156
Epoch 73: train_loss: 2.201651498269478, train_acc: 0.7779669260700389, train_f1: 0.821674848234728
Epoch 74: train_loss: 2.2037813915120954, train_acc: 0.7768725680933852, train_f1: 0.8166153712159034
Epoch 75: train_loss: 2.172014476724172, train_acc: 0.7833171206225681, train_f1: 0.8257947340568549
Epoch 76: train_loss: 2.158412157097679, train_acc: 0.7807636186770428, train_f1: 0.8246957847606877
Epoch 77: train_loss: 2.2072279559962946, train_acc: 0.7794260700389105, train_f1: 0.820603676890526
Epoch 78: train_loss: 2.1612725821450525, train_acc: 0.7829523346303502, train_f1: 0.8232196661572343
Epoch 79: train_loss: 2.1348801366549988, train_acc: 0.7858706225680934, train_f1: 0.8275232085461472
Epoch 80: train_loss: 2.128480362984921, train_acc: 0.7855058365758755, train_f1: 0.828229481977588
Epoch 81: train_loss: 2.1069969340057226, train_acc: 0.7886673151750972, train_f1: 0.8315984606116246
Epoch 82: train_loss: 2.1031683321592873, train_acc: 0.7884241245136187, train_f1: 0.8307414864444698
Epoch 83: train_loss: 2.115312856458968, train_acc: 0.7859922178988327, train_f1: 0.8286515428418468
Epoch 84: train_loss: 2.0742831237121315, train_acc: 0.7913424124513618, train_f1: 0.8355844086013718
Epoch 85: train_loss: 2.0344999692319434, train_acc: 0.7960846303501945, train_f1: 0.839189203368611
Epoch 86: train_loss: 2.0401892924123235, train_acc: 0.7953550583657587, train_f1: 0.8384568673575753
Epoch 87: train_loss: 2.0412335896770313, train_acc: 0.7928015564202334, train_f1: 0.8349873902402442
Epoch 88: train_loss: 2.054510636088449, train_acc: 0.7928015564202334, train_f1: 0.8360546330225557
Epoch 89: train_loss: 2.028425225256018, train_acc: 0.7963278210116731, train_f1: 0.8397642575318027
Epoch 90: train_loss: 2.070327027298597, train_acc: 0.7926799610894941, train_f1: 0.8341219031009698
Epoch 91: train_loss: 2.0118784366414704, train_acc: 0.7985165369649806, train_f1: 0.8411427563725157
Epoch 92: train_loss: 1.9889293614528523, train_acc: 0.8014348249027238, train_f1: 0.8456255386494154
Epoch 93: train_loss: 2.0062075994821837, train_acc: 0.800705252918288, train_f1: 0.8423095984837508
Epoch 94: train_loss: 1.9439403771890276, train_acc: 0.8056906614785992, train_f1: 0.8506274006822387
Epoch 95: train_loss: 2.01466978686329, train_acc: 0.7983949416342413, train_f1: 0.8389436433578457
Epoch 96: train_loss: 1.9383284952853903, train_acc: 0.8048394941634242, train_f1: 0.849078382820592
Epoch 97: train_loss: 1.974123347130267, train_acc: 0.8013132295719845, train_f1: 0.84699643667357
Epoch 98: train_loss: 1.949319748794986, train_acc: 0.8030155642023347, train_f1: 0.8476570261275219
Epoch 99: train_loss: 1.9318250276235291, train_acc: 0.8065418287937743, train_f1: 0.8505003268821621
Epoch 100: train_loss: 1.942190867221773, train_acc: 0.8047178988326849, train_f1: 0.8474904111360452
Epoch 101: train_loss: 1.9183826182139059, train_acc: 0.8086089494163424, train_f1: 0.8511841564879568
Epoch 102: train_loss: 1.9198480137127383, train_acc: 0.8077577821011673, train_f1: 0.8519697076314666
Epoch 103: train_loss: 1.8811699680781087, train_acc: 0.8131079766536965, train_f1: 0.8559296903460316
Epoch 104: train_loss: 1.898082289830256, train_acc: 0.8107976653696498, train_f1: 0.8538524028904546
Epoch 105: train_loss: 1.8710419421993805, train_acc: 0.8140807392996109, train_f1: 0.8572238585236853
Epoch 106: train_loss: 1.8522584589075022, train_acc: 0.8169990272373541, train_f1: 0.8605928477802842
Epoch 107: train_loss: 1.8143779329288794, train_acc: 0.818579766536965, train_f1: 0.8610214017971689
Epoch 108: train_loss: 1.8315940105033757, train_acc: 0.8171206225680934, train_f1: 0.8614188648257254
Epoch 109: train_loss: 1.8052003456692751, train_acc: 0.8195525291828794, train_f1: 0.8626407899521591
Epoch 110: train_loss: 1.8310312805008795, train_acc: 0.8191877431906615, train_f1: 0.8624297141270469
Epoch 111: train_loss: 1.830990315295379, train_acc: 0.8180933852140078, train_f1: 0.8625963408866487
Epoch 112: train_loss: 1.8254048933314906, train_acc: 0.8195525291828794, train_f1: 0.8629407483469865
Epoch 113: train_loss: 1.7841465282996805, train_acc: 0.8239299610894941, train_f1: 0.8670581255528803
Epoch 114: train_loss: 1.7620926747526175, train_acc: 0.8257538910505836, train_f1: 0.8700458089379343
Epoch 115: train_loss: 1.812138146463535, train_acc: 0.8212548638132295, train_f1: 0.8634357089255215
Epoch 116: train_loss: 1.7608520249448398, train_acc: 0.8249027237354085, train_f1: 0.8684425891462464
Epoch 117: train_loss: 1.7105978794598857, train_acc: 0.8298881322957199, train_f1: 0.8726876518763725
Epoch 118: train_loss: 1.7541526728798906, train_acc: 0.8261186770428015, train_f1: 0.8688143010842039
Epoch 119: train_loss: 1.7178044995213297, train_acc: 0.8291585603112841, train_f1: 0.8732174996865968
Epoch 120: train_loss: 1.7148977548231874, train_acc: 0.8318336575875487, train_f1: 0.8718136874248871
Epoch 121: train_loss: 1.713567843928875, train_acc: 0.8303745136186771, train_f1: 0.8743446373069187
Epoch 122: train_loss: 1.6969665924398816, train_acc: 0.8320768482490273, train_f1: 0.874817599948583
Epoch 123: train_loss: 1.7015373641878715, train_acc: 0.8312256809338522, train_f1: 0.8726997895370645
Epoch 124: train_loss: 1.6713178977660168, train_acc: 0.8341439688715954, train_f1: 0.8755473658837243
Epoch 125: train_loss: 1.6760945896462245, train_acc: 0.834387159533074, train_f1: 0.8755121651047654
Epoch 126: train_loss: 1.694663843408169, train_acc: 0.8292801556420234, train_f1: 0.8729104394280981
Epoch 127: train_loss: 1.6633676685943677, train_acc: 0.8352383268482491, train_f1: 0.877010594778123
Epoch 128: train_loss: 1.6694178323221578, train_acc: 0.8348735408560312, train_f1: 0.8774888430328667
Epoch 129: train_loss: 1.6560377669937416, train_acc: 0.8369406614785992, train_f1: 0.8784361549905956
Epoch 130: train_loss: 1.6481601471798892, train_acc: 0.836454280155642, train_f1: 0.8796713015072163
Epoch 131: train_loss: 1.6083579709905595, train_acc: 0.8427772373540856, train_f1: 0.8833839256445591
Epoch 132: train_loss: 1.6041674603516025, train_acc: 0.8424124513618677, train_f1: 0.8841347160455736
Epoch 133: train_loss: 1.594947384257261, train_acc: 0.8426556420233463, train_f1: 0.8841517923739662
Epoch 134: train_loss: 1.5664675860785324, train_acc: 0.8443579766536965, train_f1: 0.8850402940193276
Epoch 135: train_loss: 1.5706450217892687, train_acc: 0.8438715953307393, train_f1: 0.8863346130366908
Epoch 136: train_loss: 1.5596472519497, train_acc: 0.8459387159533074, train_f1: 0.886942084284699
Epoch 137: train_loss: 1.5553311162885526, train_acc: 0.8469114785992218, train_f1: 0.887491503289397
Epoch 138: train_loss: 1.5700109474621857, train_acc: 0.84375, train_f1: 0.8855752410627412
Epoch 139: train_loss: 1.5371367070925375, train_acc: 0.8481274319066148, train_f1: 0.8885828754063972
Epoch 140: train_loss: 1.5320851076321844, train_acc: 0.8511673151750972, train_f1: 0.8913384733602584
Epoch 141: train_loss: 1.527361361983917, train_acc: 0.8499513618677043, train_f1: 0.8891972151384487
Epoch 142: train_loss: 1.5212060658964202, train_acc: 0.8493433852140078, train_f1: 0.8897269225127259
Epoch 143: train_loss: 1.5062333453258188, train_acc: 0.8523832684824902, train_f1: 0.891904999743804
Epoch 144: train_loss: 1.4983686883046006, train_acc: 0.8529912451361867, train_f1: 0.8937757008945731
Epoch 145: train_loss: 1.4974211993036568, train_acc: 0.8546935797665369, train_f1: 0.8936100315819728
Epoch 146: train_loss: 1.4890531881020226, train_acc: 0.8550583657587548, train_f1: 0.8947594790646036
Epoch 147: train_loss: 1.4710629817228837, train_acc: 0.8548151750972762, train_f1: 0.8948602535291812
Epoch 148: train_loss: 1.4684900995126495, train_acc: 0.8556663424124513, train_f1: 0.8944034972232601
Epoch 149: train_loss: 1.4700722304763496, train_acc: 0.8554231517509727, train_f1: 0.8952195469369139
Epoch 150: train_loss: 1.4365912919958277, train_acc: 0.8573686770428015, train_f1: 0.896014328541972
Epoch 151: train_loss: 1.4277360243903987, train_acc: 0.8598005836575876, train_f1: 0.8992727479299804
Epoch 152: train_loss: 1.4463394490661323, train_acc: 0.8600437743190662, train_f1: 0.8982411054541656
Epoch 153: train_loss: 1.426198015649031, train_acc: 0.8616245136186771, train_f1: 0.8995519737880243
Epoch 154: train_loss: 1.4284241602462553, train_acc: 0.8618677042801557, train_f1: 0.8998778125545308
Epoch 155: train_loss: 1.3863512130330973, train_acc: 0.8667315175097277, train_f1: 0.9036070613481413
Epoch 156: train_loss: 1.417096658845356, train_acc: 0.8593142023346303, train_f1: 0.897889519935496
Epoch 157: train_loss: 1.410828653505572, train_acc: 0.8604085603112841, train_f1: 0.8977757652415491
Epoch 158: train_loss: 1.3979122311108771, train_acc: 0.8616245136186771, train_f1: 0.8987439505657936
Epoch 159: train_loss: 1.3726200637070585, train_acc: 0.8670963035019456, train_f1: 0.9038774408736919
