Epoch 1: train_loss: 7.302760079928807, train_acc: 0.26473214285714286, train_f1: 0.15602552017608204
Epoch 34: train_loss: 5.479890675204141, train_acc: 0.48348214285714286, train_f1: 0.37891830007440497
Epoch 35: train_loss: 5.462830802372523, train_acc: 0.48549107142857145, train_f1: 0.3805954832511782
Epoch 36: train_loss: 5.438050626005445, train_acc: 0.48861607142857144, train_f1: 0.3862016458587428
Epoch 37: train_loss: 5.37601831810815, train_acc: 0.4919642857142857, train_f1: 0.3918824156773679
Epoch 38: train_loss: 5.421415647438594, train_acc: 0.48861607142857144, train_f1: 0.3938372258168033
Epoch 39: train_loss: 5.370013967582158, train_acc: 0.4966517857142857, train_f1: 0.39778846930447065
Epoch 40: train_loss: 5.35253004687173, train_acc: 0.4979910714285714, train_f1: 0.3991250688414054
Epoch 41: train_loss: 5.310763248375484, train_acc: 0.5004464285714286, train_f1: 0.3980746049425685
Epoch 42: train_loss: 5.236672644955771, train_acc: 0.5113839285714286, train_f1: 0.412828068709457
Epoch 43: train_loss: 5.324869424956185, train_acc: 0.4997767857142857, train_f1: 0.40166036514339504
Epoch 44: train_loss: 5.221221860817501, train_acc: 0.5131696428571428, train_f1: 0.4149510974393174
Epoch 45: train_loss: 5.250145563057491, train_acc: 0.5078125, train_f1: 0.40975979374151494
Epoch 46: train_loss: 5.191691155093057, train_acc: 0.5127232142857143, train_f1: 0.41436847200628896
Epoch 47: train_loss: 5.251524496078491, train_acc: 0.5075892857142857, train_f1: 0.41053438267596915
Epoch 48: train_loss: 5.214664433683668, train_acc: 0.5120535714285714, train_f1: 0.4138324011920092
Epoch 49: train_loss: 5.15878187077386, train_acc: 0.5180803571428572, train_f1: 0.4250278086345097
Epoch 50: train_loss: 5.228669284071241, train_acc: 0.5118303571428572, train_f1: 0.4151503168118638
Epoch 51: train_loss: 5.149608390671866, train_acc: 0.5176339285714285, train_f1: 0.42211400720985615
Epoch 52: train_loss: 5.182498361383166, train_acc: 0.5162946428571429, train_f1: 0.4175141193239497
Epoch 53: train_loss: 5.092091497353145, train_acc: 0.5238839285714286, train_f1: 0.42903400096744604
Epoch 54: train_loss: 5.128508280004774, train_acc: 0.5185267857142857, train_f1: 0.4218041385575843
Epoch 55: train_loss: 5.10528039932251, train_acc: 0.5214285714285715, train_f1: 0.42778836385643443
Epoch 56: train_loss: 5.0670315180506025, train_acc: 0.5274553571428572, train_f1: 0.4337719620964335
Epoch 57: train_loss: 5.029243263176509, train_acc: 0.5276785714285714, train_f1: 0.43665188865340715
Epoch 58: train_loss: 5.071830035958971, train_acc: 0.5305803571428571, train_f1: 0.44023758708585475
Epoch 59: train_loss: 5.1494777372905185, train_acc: 0.5180803571428572, train_f1: 0.43680497191806694
Epoch 60: train_loss: 5.064943245479038, train_acc: 0.5279017857142857, train_f1: 0.44076356311321874
Epoch 61: train_loss: 4.991287522656577, train_acc: 0.5381696428571429, train_f1: 0.46431375083918
Epoch 62: train_loss: 5.012101185321808, train_acc: 0.5339285714285714, train_f1: 0.4528639524611744
Epoch 63: train_loss: 5.080996622358049, train_acc: 0.5279017857142857, train_f1: 0.4414705421048639
Epoch 64: train_loss: 5.033207404613495, train_acc: 0.5319196428571429, train_f1: 0.4556739325349653
Epoch 65: train_loss: 5.030481154578073, train_acc: 0.5352678571428572, train_f1: 0.4548445675389483
Epoch 66: train_loss: 4.977788475581578, train_acc: 0.5354910714285714, train_f1: 0.4636227381018965
Epoch 67: train_loss: 5.001056143215725, train_acc: 0.5354910714285714, train_f1: 0.45657743103021536
Epoch 68: train_loss: 4.923745368208204, train_acc: 0.5433035714285714, train_f1: 0.47743973927682687
Epoch 69: train_loss: 5.010544901234763, train_acc: 0.5341517857142857, train_f1: 0.46386135514622967
Epoch 70: train_loss: 4.935129857063293, train_acc: 0.5415178571428572, train_f1: 0.4742594755357911
Epoch 71: train_loss: 4.978879976272583, train_acc: 0.5386160714285714, train_f1: 0.46460664061826157
Epoch 72: train_loss: 4.92085452079773, train_acc: 0.5453125, train_f1: 0.480261396981023
Epoch 73: train_loss: 4.9307710681642805, train_acc: 0.5430803571428572, train_f1: 0.4809381874586803
Epoch 74: train_loss: 4.844105909551893, train_acc: 0.5515625, train_f1: 0.4945624040373872
Epoch 75: train_loss: 4.858630398341588, train_acc: 0.5526785714285715, train_f1: 0.4933009335987382
Epoch 76: train_loss: 4.894450398853847, train_acc: 0.5497767857142857, train_f1: 0.4912119790442569
Epoch 77: train_loss: 4.880036842823029, train_acc: 0.5477678571428571, train_f1: 0.48742751188143124
Epoch 78: train_loss: 4.8004814079829625, train_acc: 0.5573660714285714, train_f1: 0.5026978854053278
Epoch 79: train_loss: 4.796773903710502, train_acc: 0.55625, train_f1: 0.5003249682332301
Epoch 80: train_loss: 4.810000971385411, train_acc: 0.5549107142857143, train_f1: 0.49818773120023435
Epoch 81: train_loss: 4.812258642060416, train_acc: 0.5571428571428572, train_f1: 0.5003610768639586
Epoch 82: train_loss: 4.869005067007882, train_acc: 0.5502232142857143, train_f1: 0.4942622112514264
Epoch 83: train_loss: 4.79427091394152, train_acc: 0.5555803571428571, train_f1: 0.5002641830202862
Epoch 84: train_loss: 4.76251415354865, train_acc: 0.5587053571428572, train_f1: 0.5036337400030403
Epoch 85: train_loss: 4.753203245571681, train_acc: 0.5642857142857143, train_f1: 0.5150922473890426
Epoch 86: train_loss: 4.776852890423366, train_acc: 0.5604910714285715, train_f1: 0.5069348860440256
Epoch 87: train_loss: 4.7499597873006545, train_acc: 0.5613839285714286, train_f1: 0.5065584560698857
Epoch 88: train_loss: 4.733032158442906, train_acc: 0.5660714285714286, train_f1: 0.5156201109329733
Epoch 89: train_loss: 4.72648023707526, train_acc: 0.5647321428571429, train_f1: 0.5138492947300776
Epoch 90: train_loss: 4.75446731363024, train_acc: 0.5616071428571429, train_f1: 0.5114647902961701
Epoch 91: train_loss: 4.705044170788356, train_acc: 0.5700892857142857, train_f1: 0.5177182948533481
Epoch 92: train_loss: 4.682999973637717, train_acc: 0.5689732142857142, train_f1: 0.5172029551879737
Epoch 93: train_loss: 4.668432717663901, train_acc: 0.5691964285714286, train_f1: 0.5216913218171536
Epoch 94: train_loss: 4.693364005429404, train_acc: 0.5705357142857143, train_f1: 0.5223489571931413
Epoch 95: train_loss: 4.675297170025962, train_acc: 0.5676339285714286, train_f1: 0.5164688932333855
Epoch 96: train_loss: 4.655048796108791, train_acc: 0.5725446428571429, train_f1: 0.5215868095308988
Epoch 97: train_loss: 4.683174553939274, train_acc: 0.5678571428571428, train_f1: 0.5204405830992962
Epoch 98: train_loss: 4.671362813881466, train_acc: 0.5716517857142858, train_f1: 0.5239198989327841
Epoch 99: train_loss: 4.650454899242946, train_acc: 0.5709821428571429, train_f1: 0.5245036031766034
Epoch 100: train_loss: 4.635157208783286, train_acc: 0.5756696428571428, train_f1: 0.5269607643586512
Epoch 101: train_loss: 4.644751308645521, train_acc: 0.5725446428571429, train_f1: 0.5221181569167702
Epoch 102: train_loss: 4.65747726048742, train_acc: 0.5716517857142858, train_f1: 0.5238505200938545
Epoch 103: train_loss: 4.631656578608921, train_acc: 0.5727678571428572, train_f1: 0.5258569023435141
Epoch 104: train_loss: 4.621677330562046, train_acc: 0.5758928571428571, train_f1: 0.5289181366731902
Epoch 105: train_loss: 4.6540705374309, train_acc: 0.5709821428571429, train_f1: 0.5207215662838841
Epoch 106: train_loss: 4.655450468403952, train_acc: 0.5723214285714285, train_f1: 0.5254719534588295
Epoch 107: train_loss: 4.65776344026838, train_acc: 0.5700892857142857, train_f1: 0.5233853003402349
Epoch 108: train_loss: 4.637054644312177, train_acc: 0.5734375, train_f1: 0.5252711220815326
Epoch 109: train_loss: 4.560914640767233, train_acc: 0.5801339285714285, train_f1: 0.5364660100936766
Epoch 110: train_loss: 4.653864399024418, train_acc: 0.5714285714285714, train_f1: 0.524009300700355
Epoch 111: train_loss: 4.579444580418723, train_acc: 0.5790178571428571, train_f1: 0.535760585556282
Epoch 112: train_loss: 4.576663225037711, train_acc: 0.5808035714285714, train_f1: 0.53535481936173
Epoch 113: train_loss: 4.585957614013127, train_acc: 0.578125, train_f1: 0.5322692224120901
Epoch 114: train_loss: 4.621442629609789, train_acc: 0.5754464285714286, train_f1: 0.5307882036401247
Epoch 115: train_loss: 4.589013513496944, train_acc: 0.5799107142857143, train_f1: 0.5343768366645015
Epoch 116: train_loss: 4.569865875584739, train_acc: 0.5794642857142858, train_f1: 0.5329932555303721
Epoch 117: train_loss: 4.592934449229921, train_acc: 0.5799107142857143, train_f1: 0.53463842569853
Epoch 118: train_loss: 4.59809410572052, train_acc: 0.5765625, train_f1: 0.530691012193793
Epoch 119: train_loss: 4.564517540591104, train_acc: 0.5799107142857143, train_f1: 0.5344347837090299
Epoch 120: train_loss: 4.558925271034241, train_acc: 0.5819196428571428, train_f1: 0.5376584731029651
Epoch 121: train_loss: 4.536346679074423, train_acc: 0.5823660714285714, train_f1: 0.5380979995003772
Epoch 122: train_loss: 4.561873810631888, train_acc: 0.5816964285714286, train_f1: 0.5349878025058238
Epoch 123: train_loss: 4.602040978840419, train_acc: 0.5761160714285715, train_f1: 0.5316562490348689
Epoch 124: train_loss: 4.505353493349893, train_acc: 0.5870535714285714, train_f1: 0.542096303570343
Epoch 125: train_loss: 4.558765779222761, train_acc: 0.5772321428571429, train_f1: 0.5291072896238808
Epoch 126: train_loss: 4.531012453351702, train_acc: 0.5834821428571428, train_f1: 0.5391855554310487
Epoch 127: train_loss: 4.528073382377625, train_acc: 0.584375, train_f1: 0.5417781370113901
Epoch 128: train_loss: 4.549487939902714, train_acc: 0.5803571428571429, train_f1: 0.533038978017394
Epoch 129: train_loss: 4.563439520767757, train_acc: 0.5794642857142858, train_f1: 0.5349716148600465
Epoch 130: train_loss: 4.500329940659659, train_acc: 0.5875, train_f1: 0.5433270250242055
Epoch 131: train_loss: 4.5392467141151425, train_acc: 0.5852678571428571, train_f1: 0.5428298767210747
Epoch 132: train_loss: 4.516732994147709, train_acc: 0.5861607142857143, train_f1: 0.54402376114753
Epoch 133: train_loss: 4.502180375371661, train_acc: 0.5868303571428571, train_f1: 0.5452677463712007
Epoch 134: train_loss: 4.483563087667737, train_acc: 0.5886160714285714, train_f1: 0.5461609730351823
Epoch 135: train_loss: 4.532479555266244, train_acc: 0.5850446428571429, train_f1: 0.5437225076348096
Epoch 136: train_loss: 4.512799448626382, train_acc: 0.5832589285714286, train_f1: 0.5371868407095489
Epoch 137: train_loss: 4.5510879346302575, train_acc: 0.5819196428571428, train_f1: 0.5385274123271556
Epoch 138: train_loss: 4.522768454892295, train_acc: 0.5857142857142857, train_f1: 0.5421350600346134
Epoch 139: train_loss: 4.5501905509403775, train_acc: 0.5814732142857143, train_f1: 0.5375871986474605
Epoch 140: train_loss: 4.477798147712435, train_acc: 0.5908482142857143, train_f1: 0.5497211955130137
Epoch 141: train_loss: 4.454609140327999, train_acc: 0.5924107142857142, train_f1: 0.5504332052105706
Epoch 142: train_loss: 4.538260294709887, train_acc: 0.5837053571428571, train_f1: 0.5413852935584834
Epoch 143: train_loss: 4.53265580705234, train_acc: 0.5845982142857142, train_f1: 0.542918129233492
Epoch 144: train_loss: 4.477318825040545, train_acc: 0.5901785714285714, train_f1: 0.5496864940456198
Epoch 145: train_loss: 4.4755460279328485, train_acc: 0.5897321428571428, train_f1: 0.5468550450299111
Epoch 146: train_loss: 4.508409762382508, train_acc: 0.5839285714285715, train_f1: 0.543587083969121
Epoch 147: train_loss: 4.5546806931495665, train_acc: 0.5816964285714286, train_f1: 0.5390512895026122
Epoch 148: train_loss: 4.5046722139631, train_acc: 0.5852678571428571, train_f1: 0.5423885356338983
Epoch 149: train_loss: 4.4667875800813945, train_acc: 0.5892857142857143, train_f1: 0.5475705761823001
Epoch 150: train_loss: 4.44520594562803, train_acc: 0.5928571428571429, train_f1: 0.5530139463034711
Epoch 151: train_loss: 4.457363537379673, train_acc: 0.5890625, train_f1: 0.5494286471025283
Epoch 152: train_loss: 4.45643390587398, train_acc: 0.5901785714285714, train_f1: 0.5482596748138526
Epoch 153: train_loss: 4.459266337326595, train_acc: 0.5888392857142857, train_f1: 0.5463996588896883
Epoch 154: train_loss: 4.4363823345729285, train_acc: 0.5917410714285715, train_f1: 0.5498622780429493
Epoch 155: train_loss: 4.465227154323033, train_acc: 0.5870535714285714, train_f1: 0.5439675410267423
Epoch 156: train_loss: 4.444735017844609, train_acc: 0.5912946428571428, train_f1: 0.5498740407491814
Epoch 157: train_loss: 4.468806694235121, train_acc: 0.5881696428571429, train_f1: 0.5459953556528131
Epoch 158: train_loss: 4.407789679936, train_acc: 0.5946428571428571, train_f1: 0.552271295787711
Epoch 159: train_loss: 4.487122583389282, train_acc: 0.5859375, train_f1: 0.5436876708656472
Epoch 160: train_loss: 4.387356850079128, train_acc: 0.5975446428571428, train_f1: 0.5583309899434172
Epoch 161: train_loss: 4.410026320389339, train_acc: 0.5962053571428572, train_f1: 0.5564854126043114
Epoch 162: train_loss: 4.4728459886142184, train_acc: 0.5857142857142857, train_f1: 0.5425885666176845
Epoch 163: train_loss: 4.377929357119969, train_acc: 0.5986607142857143, train_f1: 0.5569300421100617
Epoch 164: train_loss: 4.466166957787105, train_acc: 0.5901785714285714, train_f1: 0.5467059567068603
Epoch 165: train_loss: 4.423505369254521, train_acc: 0.5950892857142858, train_f1: 0.5556710250519231
Epoch 166: train_loss: 4.411719543593271, train_acc: 0.5975446428571428, train_f1: 0.5568762601454658
Epoch 167: train_loss: 4.415249013900757, train_acc: 0.5926339285714286, train_f1: 0.5510381753632401
Epoch 168: train_loss: 4.42011239698955, train_acc: 0.5946428571428571, train_f1: 0.5561785606031991
Epoch 169: train_loss: 4.392073404788971, train_acc: 0.5966517857142857, train_f1: 0.558023753329045
Epoch 170: train_loss: 4.3698144827570236, train_acc: 0.5991071428571428, train_f1: 0.5598955254073484
Epoch 171: train_loss: 4.4002647008214675, train_acc: 0.5970982142857143, train_f1: 0.556367992204566
Epoch 172: train_loss: 4.368597899164472, train_acc: 0.6, train_f1: 0.5600039852768345
Epoch 173: train_loss: 4.370439921106611, train_acc: 0.5973214285714286, train_f1: 0.5589234632308883
Epoch 174: train_loss: 4.390224087238312, train_acc: 0.5973214285714286, train_f1: 0.5571164034167061
Epoch 175: train_loss: 4.40031156539917, train_acc: 0.5950892857142858, train_f1: 0.5535739641963776
