Epoch 1: train_loss: 6.9703133376777595, train_acc: 0.3184840425531915, train_f1: 0.14443574237700907
Epoch 145: train_loss: 2.7161779266299932, train_acc: 0.7585328014184397, train_f1: 0.7066438956162518
Epoch 146: train_loss: 2.723861166771422, train_acc: 0.7587544326241135, train_f1: 0.7061475045724999
Epoch 147: train_loss: 2.710345129594735, train_acc: 0.7616356382978723, train_f1: 0.7105898788291586
Epoch 148: train_loss: 2.7145329521480184, train_acc: 0.7595301418439716, train_f1: 0.7085143481963567
Epoch 149: train_loss: 2.7865958638647768, train_acc: 0.7513297872340425, train_f1: 0.6990619084418096
Epoch 150: train_loss: 2.6900606368873134, train_acc: 0.7608599290780141, train_f1: 0.7090908319159475
Epoch 151: train_loss: 2.722615750229105, train_acc: 0.7575354609929078, train_f1: 0.7065586494709616
Epoch 152: train_loss: 2.677787364797389, train_acc: 0.7635195035460993, train_f1: 0.7122711546693496
Epoch 153: train_loss: 2.708193726150702, train_acc: 0.7615248226950354, train_f1: 0.7099074243181543
Epoch 154: train_loss: 2.6404543964998095, train_acc: 0.7685062056737588, train_f1: 0.718458496934587
Epoch 155: train_loss: 2.6698857516261705, train_acc: 0.7644060283687943, train_f1: 0.7143615807425524
Epoch 156: train_loss: 2.6997257608471186, train_acc: 0.7603058510638298, train_f1: 0.7097185440154878
Epoch 157: train_loss: 2.6756761993499514, train_acc: 0.7641843971631206, train_f1: 0.7123909285398495
Epoch 158: train_loss: 2.6582328499631678, train_acc: 0.7661790780141844, train_f1: 0.71510242985452
Epoch 159: train_loss: 2.594846181201597, train_acc: 0.7713874113475178, train_f1: 0.7202473095142089
Epoch 160: train_loss: 2.6651869701578264, train_acc: 0.7641843971631206, train_f1: 0.7127279553429586
Epoch 161: train_loss: 2.6300056701433574, train_acc: 0.7658466312056738, train_f1: 0.7157921190041018
Epoch 162: train_loss: 2.6279275489191636, train_acc: 0.7687278368794326, train_f1: 0.7169997274824723
Epoch 163: train_loss: 2.682973898894398, train_acc: 0.7611923758865248, train_f1: 0.710240795423361
Epoch 164: train_loss: 2.6580894547151335, train_acc: 0.7645168439716312, train_f1: 0.7135725367844241
Epoch 165: train_loss: 2.6179762159256224, train_acc: 0.76739804964539, train_f1: 0.7175900203898357
Epoch 166: train_loss: 2.639304170160429, train_acc: 0.765625, train_f1: 0.7140845046669612
Epoch 167: train_loss: 2.602234360253346, train_acc: 0.7716090425531915, train_f1: 0.7216261493207433
Epoch 168: train_loss: 2.627290257959501, train_acc: 0.7679521276595744, train_f1: 0.718190205466164
Epoch 169: train_loss: 2.6205360703434506, train_acc: 0.7671764184397163, train_f1: 0.7160478225238167
Epoch 170: train_loss: 2.593625893829562, train_acc: 0.7707225177304965, train_f1: 0.7200315306597438
Epoch 171: train_loss: 2.5900570841123027, train_acc: 0.771165780141844, train_f1: 0.7216924203146782
Epoch 172: train_loss: 2.523694907731198, train_acc: 0.7790336879432624, train_f1: 0.7290014013142239
Epoch 173: train_loss: 2.581845393734621, train_acc: 0.7717198581560284, train_f1: 0.7219551251600547
Epoch 174: train_loss: 2.597123492271342, train_acc: 0.7714982269503546, train_f1: 0.7220743666052524
Epoch 175: train_loss: 2.591038613031942, train_acc: 0.7710549645390071, train_f1: 0.7223834082227155
Epoch 176: train_loss: 2.6095205393243344, train_acc: 0.7693927304964538, train_f1: 0.7200351182499932
Epoch 177: train_loss: 2.537626099713305, train_acc: 0.7764849290780141, train_f1: 0.7274046198242116
Epoch 178: train_loss: 2.6074393332427275, train_acc: 0.7689494680851063, train_f1: 0.7217486863526644
Epoch 179: train_loss: 2.6006183169835, train_acc: 0.7695035460992907, train_f1: 0.720402178378014
Epoch 180: train_loss: 2.5689622722830334, train_acc: 0.7721631205673759, train_f1: 0.7213499699992344
Epoch 181: train_loss: 2.5617373463109874, train_acc: 0.7737145390070922, train_f1: 0.7255072566649338
Epoch 182: train_loss: 2.519795758504394, train_acc: 0.7781471631205674, train_f1: 0.7277747738426914
Epoch 183: train_loss: 2.5362098975807217, train_acc: 0.7771498226950354, train_f1: 0.7281415629118139
Epoch 184: train_loss: 2.5583612819512687, train_acc: 0.7744902482269503, train_f1: 0.7270166752121233
Epoch 185: train_loss: 2.522717439430825, train_acc: 0.7788120567375887, train_f1: 0.7288118682968068
Epoch 186: train_loss: 2.532950718774863, train_acc: 0.7769281914893617, train_f1: 0.726126647833683
Epoch 187: train_loss: 2.51461150439073, train_acc: 0.7779255319148937, train_f1: 0.7270738107525493
Epoch 188: train_loss: 2.5253378461438714, train_acc: 0.7782579787234043, train_f1: 0.7296531778638958
Epoch 189: train_loss: 2.4918735508166305, train_acc: 0.7799202127659575, train_f1: 0.7323100109353872
Epoch 190: train_loss: 2.502921963625766, train_acc: 0.7801418439716312, train_f1: 0.7307441456208439
Epoch 191: train_loss: 2.526641439461539, train_acc: 0.7789228723404256, train_f1: 0.7297775807167568
Epoch 192: train_loss: 2.4878149522957225, train_acc: 0.7805851063829787, train_f1: 0.7340119138889576
Epoch 193: train_loss: 2.515593774352513, train_acc: 0.7804742907801419, train_f1: 0.7344308505721368
Epoch 194: train_loss: 2.484025051302098, train_acc: 0.7813608156028369, train_f1: 0.732384718870021
Epoch 195: train_loss: 2.4559377668597175, train_acc: 0.7855718085106383, train_f1: 0.7380342025451149
Epoch 196: train_loss: 2.486491542124579, train_acc: 0.7799202127659575, train_f1: 0.7317755800530898
Epoch 197: train_loss: 2.462769040296264, train_acc: 0.7839095744680851, train_f1: 0.7377022653055157
Epoch 198: train_loss: 2.482510176956231, train_acc: 0.7800310283687943, train_f1: 0.7327024189089903
Epoch 199: train_loss: 2.414302050644624, train_acc: 0.7878989361702128, train_f1: 0.7397342134404298
Epoch 200: train_loss: 2.4102140603758766, train_acc: 0.7864583333333334, train_f1: 0.7378882049921796
Epoch 201: train_loss: 2.397410857339277, train_acc: 0.7882313829787234, train_f1: 0.7386983266102014
Epoch 202: train_loss: 2.386365660750274, train_acc: 0.7890070921985816, train_f1: 0.738015435034225
Epoch 203: train_loss: 2.3514939933909593, train_acc: 0.7931072695035462, train_f1: 0.7437257998467798
Epoch 204: train_loss: 2.3476198264893067, train_acc: 0.7931072695035462, train_f1: 0.7441049175499894
Epoch 205: train_loss: 2.33479665547398, train_acc: 0.7934397163120568, train_f1: 0.7445736554320083
Epoch 206: train_loss: 2.32073526877038, train_acc: 0.7949911347517731, train_f1: 0.7478291517133894
Epoch 207: train_loss: 2.3318193254741373, train_acc: 0.7946586879432624, train_f1: 0.7459595713741572
Epoch 208: train_loss: 2.329708899589295, train_acc: 0.7945478723404256, train_f1: 0.7452053394112866
Epoch 209: train_loss: 2.3095113628722252, train_acc: 0.796875, train_f1: 0.7488251214218771
Epoch 210: train_loss: 2.320557894647544, train_acc: 0.7963209219858156, train_f1: 0.7482261647760963
Epoch 211: train_loss: 2.316814610510008, train_acc: 0.7958776595744681, train_f1: 0.7478321937267278
Epoch 212: train_loss: 2.319980630743588, train_acc: 0.7955452127659575, train_f1: 0.7475758653521933
Epoch 213: train_loss: 2.304194183742746, train_acc: 0.7969858156028369, train_f1: 0.7493252218865897
Epoch 214: train_loss: 2.302503227130741, train_acc: 0.7975398936170213, train_f1: 0.749619317360296
Epoch 215: train_loss: 2.3023422022237847, train_acc: 0.7966533687943262, train_f1: 0.7481026181070106
Epoch 216: train_loss: 2.2982503917623074, train_acc: 0.7980939716312057, train_f1: 0.7502813254899454
Epoch 217: train_loss: 2.2922425669558506, train_acc: 0.7983156028368794, train_f1: 0.7496715556716844
Epoch 218: train_loss: 2.278849111381152, train_acc: 0.8001994680851063, train_f1: 0.7530321985046969
Epoch 219: train_loss: 2.282789515053972, train_acc: 0.7993129432624113, train_f1: 0.7511194081596825
Epoch 220: train_loss: 2.299876349192139, train_acc: 0.7980939716312057, train_f1: 0.7497516883153089
Epoch 221: train_loss: 2.282633620162382, train_acc: 0.799645390070922, train_f1: 0.7515566543160629
Epoch 222: train_loss: 2.282090091324867, train_acc: 0.7990913120567376, train_f1: 0.751453818603351
Epoch 223: train_loss: 2.26828732663858, train_acc: 0.8006427304964538, train_f1: 0.7540742567856804
Epoch 224: train_loss: 2.2742202529247773, train_acc: 0.800531914893617, train_f1: 0.7529505906709694
Epoch 225: train_loss: 2.291723649552528, train_acc: 0.7994237588652482, train_f1: 0.7518976998086995
Epoch 226: train_loss: 2.2755604249999877, train_acc: 0.7992021276595744, train_f1: 0.7522054340649338
Epoch 227: train_loss: 2.2618839886594326, train_acc: 0.8008643617021277, train_f1: 0.7536067019008096
Epoch 228: train_loss: 2.266463835611411, train_acc: 0.8011968085106383, train_f1: 0.7536656959455797
Epoch 229: train_loss: 2.2757103069031492, train_acc: 0.8006427304964538, train_f1: 0.7534846988175757
Epoch 230: train_loss: 2.2661436411505895, train_acc: 0.8010859929078015, train_f1: 0.7541486956529565
Epoch 231: train_loss: 2.275588050220452, train_acc: 0.799645390070922, train_f1: 0.7517639557355937
Epoch 232: train_loss: 2.276382936970562, train_acc: 0.7994237588652482, train_f1: 0.7512002009681834
Epoch 233: train_loss: 2.257039152455668, train_acc: 0.8028590425531915, train_f1: 0.7549208533271026
Epoch 234: train_loss: 2.2654907229944325, train_acc: 0.8016400709219859, train_f1: 0.7537194473004555
Epoch 235: train_loss: 2.2597193503950503, train_acc: 0.801529255319149, train_f1: 0.7538629156512787
Epoch 236: train_loss: 2.2520126555616975, train_acc: 0.8027482269503546, train_f1: 0.755975023254997
Epoch 237: train_loss: 2.2689859672641077, train_acc: 0.8010859929078015, train_f1: 0.7535344217995023
Epoch 238: train_loss: 2.232791934347322, train_acc: 0.804188829787234, train_f1: 0.7571814278395358
