Epoch 1: train_loss: 7.065168005947009, train_acc: 0.29790856031128404, train_f1: 0.18116163038590835
Epoch 77: train_loss: 2.2269880020200974, train_acc: 0.7768725680933852, train_f1: 0.8149822650979637
Epoch 78: train_loss: 2.238245282191711, train_acc: 0.7727383268482491, train_f1: 0.8145734107510229
Epoch 79: train_loss: 2.259289187216109, train_acc: 0.7721303501945526, train_f1: 0.8127603075884294
Epoch 80: train_loss: 2.183541315770799, train_acc: 0.7828307392996109, train_f1: 0.8228094882114734
Epoch 81: train_loss: 2.164019068623331, train_acc: 0.782465953307393, train_f1: 0.8226155577274676
Epoch 82: train_loss: 2.1366357531992843, train_acc: 0.7857490272373541, train_f1: 0.8283518667577431
Epoch 83: train_loss: 2.194823721735394, train_acc: 0.7777237354085603, train_f1: 0.8181395631213088
Epoch 84: train_loss: 2.1609102450456135, train_acc: 0.7852626459143969, train_f1: 0.824809686137625
Epoch 85: train_loss: 2.224875871077586, train_acc: 0.7773589494163424, train_f1: 0.8167042064067053
Epoch 86: train_loss: 2.1604245191418245, train_acc: 0.7833171206225681, train_f1: 0.8262979740426081
Epoch 87: train_loss: 2.1598521273887576, train_acc: 0.7858706225680934, train_f1: 0.8289120968528775
Epoch 88: train_loss: 2.108619304134688, train_acc: 0.7883025291828794, train_f1: 0.8307559233635997
Epoch 89: train_loss: 2.1538656381781465, train_acc: 0.7797908560311284, train_f1: 0.8253245609047949
Epoch 90: train_loss: 2.183453450870885, train_acc: 0.7834387159533074, train_f1: 0.8256109141801774
Epoch 91: train_loss: 2.1237881067661926, train_acc: 0.7884241245136187, train_f1: 0.830911911559529
Epoch 92: train_loss: 2.061026715350986, train_acc: 0.7959630350194552, train_f1: 0.8407027953601692
Epoch 93: train_loss: 2.045399394944484, train_acc: 0.7938959143968871, train_f1: 0.8366208853446762
Epoch 94: train_loss: 2.065227174109522, train_acc: 0.7912208171206225, train_f1: 0.8351127067251273
Epoch 95: train_loss: 2.101564787009347, train_acc: 0.7915856031128404, train_f1: 0.8335894458494701
Epoch 96: train_loss: 2.0789444214639032, train_acc: 0.791828793774319, train_f1: 0.8361397519066095
Epoch 97: train_loss: 2.059570238979874, train_acc: 0.7962062256809338, train_f1: 0.838078430788861
Epoch 98: train_loss: 2.0878938610451696, train_acc: 0.7929231517509727, train_f1: 0.8366164494317955
Epoch 99: train_loss: 2.0633845860392204, train_acc: 0.7945038910505836, train_f1: 0.8377314007315869
Epoch 100: train_loss: 2.0764091497265413, train_acc: 0.7925583657587548, train_f1: 0.8340900830627288
Epoch 101: train_loss: 2.0383750644407383, train_acc: 0.7981517509727627, train_f1: 0.8410920952038117
Epoch 102: train_loss: 2.003179168654787, train_acc: 0.8013132295719845, train_f1: 0.8451383368600833
Epoch 103: train_loss: 2.049197808545851, train_acc: 0.7955982490272373, train_f1: 0.8403058967371954
Epoch 104: train_loss: 2.036149656262379, train_acc: 0.7951118677042801, train_f1: 0.8385881427707575
Epoch 105: train_loss: 2.0449545552758392, train_acc: 0.7931663424124513, train_f1: 0.8381953016322284
Epoch 106: train_loss: 2.0092097105683058, train_acc: 0.7973005836575876, train_f1: 0.8418426726898409
Epoch 107: train_loss: 2.0024808230103224, train_acc: 0.8016780155642024, train_f1: 0.8431213944261198
Epoch 108: train_loss: 2.005935812970544, train_acc: 0.8004620622568094, train_f1: 0.8424438797265519
Epoch 109: train_loss: 1.9800702143272073, train_acc: 0.8009484435797666, train_f1: 0.8439287684925273
Epoch 110: train_loss: 1.956989838223513, train_acc: 0.8026507782101168, train_f1: 0.8480463784544886
Epoch 111: train_loss: 1.9900147742102583, train_acc: 0.8020428015564203, train_f1: 0.8444424111780249
Epoch 112: train_loss: 1.9538504824564151, train_acc: 0.8061770428015564, train_f1: 0.8483576076702652
Epoch 113: train_loss: 2.0021235423329276, train_acc: 0.801921206225681, train_f1: 0.8440588296031656
Epoch 114: train_loss: 1.981133200315186, train_acc: 0.8015564202334631, train_f1: 0.8466067403561127
Epoch 115: train_loss: 1.9280120241038994, train_acc: 0.8075145914396887, train_f1: 0.8525146102186052
Epoch 116: train_loss: 1.9598927061845357, train_acc: 0.806420233463035, train_f1: 0.8501076391942379
Epoch 117: train_loss: 1.9356881254841845, train_acc: 0.8084873540856031, train_f1: 0.851198125517517
Epoch 118: train_loss: 1.9570897038344743, train_acc: 0.806420233463035, train_f1: 0.8490959501772452
Epoch 119: train_loss: 1.924503433101372, train_acc: 0.8109192607003891, train_f1: 0.8533528926164345
Epoch 120: train_loss: 1.9370127570768274, train_acc: 0.8071498054474708, train_f1: 0.851274849567945
Epoch 121: train_loss: 1.7658753690784543, train_acc: 0.8233219844357976, train_f1: 0.8665424804567491
Epoch 122: train_loss: 1.7471103947682138, train_acc: 0.8258754863813229, train_f1: 0.870410609128564
Epoch 123: train_loss: 1.7299837465416132, train_acc: 0.8290369649805448, train_f1: 0.8734313455060864
Epoch 124: train_loss: 1.7364555125338559, train_acc: 0.8270914396887159, train_f1: 0.871011473799053
Epoch 125: train_loss: 1.7524606691028357, train_acc: 0.826726653696498, train_f1: 0.8721610979851788
Epoch 126: train_loss: 1.702912319031207, train_acc: 0.8311040856031129, train_f1: 0.8756797659239579
Epoch 127: train_loss: 1.6794654090348848, train_acc: 0.8347519455252919, train_f1: 0.8781450201182995
Epoch 128: train_loss: 1.7123261869881403, train_acc: 0.8298881322957199, train_f1: 0.8738847612750374
Epoch 129: train_loss: 1.6643737632244942, train_acc: 0.835603112840467, train_f1: 0.8787025322996375
Epoch 130: train_loss: 1.6712115651090784, train_acc: 0.8342655642023347, train_f1: 0.8769694504454414
Epoch 131: train_loss: 1.6661607778489822, train_acc: 0.8363326848249028, train_f1: 0.8798351003205717
Epoch 132: train_loss: 1.6276056152489398, train_acc: 0.8397373540856031, train_f1: 0.8817543233745564
Epoch 133: train_loss: 1.6476431846154802, train_acc: 0.8375486381322957, train_f1: 0.8798344124836236
Epoch 134: train_loss: 1.6207694334742624, train_acc: 0.8394941634241245, train_f1: 0.882009743341273
Epoch 135: train_loss: 1.6711949330359581, train_acc: 0.8347519455252919, train_f1: 0.8788102836007387
Epoch 136: train_loss: 1.646055576866239, train_acc: 0.8371838521400778, train_f1: 0.8809085232046486
Epoch 137: train_loss: 1.6636547058356874, train_acc: 0.8340223735408561, train_f1: 0.8785643005735765
Epoch 138: train_loss: 1.640206800360624, train_acc: 0.8380350194552529, train_f1: 0.8810828440676017
Epoch 139: train_loss: 1.6554809516505973, train_acc: 0.835603112840467, train_f1: 0.8802489063931581
Epoch 140: train_loss: 1.6546106506646374, train_acc: 0.8358463035019456, train_f1: 0.8800761862185394
Epoch 141: train_loss: 1.6317556496956005, train_acc: 0.8390077821011673, train_f1: 0.882398909248424
Epoch 142: train_loss: 1.6291369452550717, train_acc: 0.8392509727626459, train_f1: 0.8842555406858401
Epoch 143: train_loss: 1.62587082096111, train_acc: 0.8391293774319066, train_f1: 0.882778307073564
Epoch 144: train_loss: 1.6391594038863126, train_acc: 0.8369406614785992, train_f1: 0.8793242404464285
Epoch 145: train_loss: 1.6054329802553942, train_acc: 0.8404669260700389, train_f1: 0.8829160790766529
Epoch 146: train_loss: 1.612170705767457, train_acc: 0.8441147859922179, train_f1: 0.8865138122290487
Epoch 147: train_loss: 1.6173652987999674, train_acc: 0.8402237354085603, train_f1: 0.8841092857802071
Epoch 148: train_loss: 1.6372145859647818, train_acc: 0.8363326848249028, train_f1: 0.8796434066912759
Epoch 149: train_loss: 1.5935060725137882, train_acc: 0.8442363813229572, train_f1: 0.8863108268693572
Epoch 150: train_loss: 1.617456818369112, train_acc: 0.841318093385214, train_f1: 0.8838097330613629
Epoch 151: train_loss: 1.6055324729314575, train_acc: 0.8421692607003891, train_f1: 0.8844771878831467
Epoch 152: train_loss: 1.6168421720832238, train_acc: 0.8397373540856031, train_f1: 0.8834972460627081
Epoch 153: train_loss: 1.6064916684469823, train_acc: 0.8405885214007782, train_f1: 0.8824345520976801
Epoch 154: train_loss: 1.6296426978556562, train_acc: 0.8385214007782101, train_f1: 0.8826980908639457
Epoch 155: train_loss: 1.61580469149096, train_acc: 0.8419260700389105, train_f1: 0.882951308552309
Epoch 156: train_loss: 1.6097715035486777, train_acc: 0.8381566147859922, train_f1: 0.881784859955505
Epoch 157: train_loss: 1.5756568836794753, train_acc: 0.844965953307393, train_f1: 0.8878183494543147
Epoch 158: train_loss: 1.6059118132414985, train_acc: 0.8398589494163424, train_f1: 0.88196176519111
Epoch 159: train_loss: 1.5721239155368583, train_acc: 0.8444795719844358, train_f1: 0.8859697278654192
Epoch 160: train_loss: 1.5980160401025172, train_acc: 0.8422908560311284, train_f1: 0.8851765265722068
Epoch 161: train_loss: 1.6011438898539265, train_acc: 0.8424124513618677, train_f1: 0.885710399649033
Epoch 162: train_loss: 1.5792729715428928, train_acc: 0.8447227626459144, train_f1: 0.8874390897233576
Epoch 163: train_loss: 1.593615556621366, train_acc: 0.8424124513618677, train_f1: 0.8843940149235875
Epoch 164: train_loss: 1.5770175381625209, train_acc: 0.8454523346303502, train_f1: 0.887596548537759
Epoch 165: train_loss: 1.571679372847776, train_acc: 0.8448443579766537, train_f1: 0.8871127241352745
Epoch 166: train_loss: 1.6344609846168918, train_acc: 0.8363326848249028, train_f1: 0.881147867856534
Epoch 167: train_loss: 1.5872482874282139, train_acc: 0.8441147859922179, train_f1: 0.887209509154935
Epoch 168: train_loss: 1.6012667753817043, train_acc: 0.8420476653696498, train_f1: 0.8851638529079229
Epoch 169: train_loss: 1.5837439276017105, train_acc: 0.8432636186770428, train_f1: 0.8846067394666782
Epoch 170: train_loss: 1.5688923738809875, train_acc: 0.8456955252918288, train_f1: 0.8882334919207118
Epoch 171: train_loss: 1.5593056380168937, train_acc: 0.8455739299610895, train_f1: 0.8885040664335099
Epoch 172: train_loss: 1.5588058133533493, train_acc: 0.8458171206225681, train_f1: 0.8876412406854959
Epoch 173: train_loss: 1.562160209575052, train_acc: 0.8464250972762646, train_f1: 0.8883915191962486
Epoch 174: train_loss: 1.5870197319103123, train_acc: 0.8414396887159533, train_f1: 0.8848775666975591
Epoch 175: train_loss: 1.5845782596777385, train_acc: 0.8438715953307393, train_f1: 0.8866260854254716
Epoch 176: train_loss: 1.5950601524184187, train_acc: 0.8420476653696498, train_f1: 0.8842111955802432
Epoch 177: train_loss: 1.5627653031729538, train_acc: 0.8469114785992218, train_f1: 0.8885790313416146
Epoch 178: train_loss: 1.581666551327427, train_acc: 0.8444795719844358, train_f1: 0.8870436088116627
Epoch 179: train_loss: 1.5522412402620576, train_acc: 0.8469114785992218, train_f1: 0.8882811870816248
Epoch 180: train_loss: 1.5672615735215436, train_acc: 0.8444795719844358, train_f1: 0.8877706329195901
Epoch 181: train_loss: 1.5663388100115705, train_acc: 0.8443579766536965, train_f1: 0.8869716021434857
Epoch 182: train_loss: 1.5372884583148512, train_acc: 0.8481274319066148, train_f1: 0.890675522059034
Epoch 183: train_loss: 1.5556693994349542, train_acc: 0.8470330739299611, train_f1: 0.8894908505150401
Epoch 184: train_loss: 1.5589784717745354, train_acc: 0.8460603112840467, train_f1: 0.8889821662714085
Epoch 185: train_loss: 1.5532750836954043, train_acc: 0.8452091439688716, train_f1: 0.8871430669535946
Epoch 186: train_loss: 1.5570684890570807, train_acc: 0.8454523346303502, train_f1: 0.8878162509678611
Epoch 187: train_loss: 1.5692928047263668, train_acc: 0.8448443579766537, train_f1: 0.8877365384898406
Epoch 188: train_loss: 1.5617501133262879, train_acc: 0.8454523346303502, train_f1: 0.8887273210112987
Epoch 189: train_loss: 1.5547144644339261, train_acc: 0.8441147859922179, train_f1: 0.8872480825211927
Epoch 190: train_loss: 1.5570083614221344, train_acc: 0.8475194552529183, train_f1: 0.8887127795101847
Epoch 191: train_loss: 1.5630196584569804, train_acc: 0.8452091439688716, train_f1: 0.8885663814864708
Epoch 192: train_loss: 1.5742140745722366, train_acc: 0.84375, train_f1: 0.8862748833432018
Epoch 193: train_loss: 1.5589190266939452, train_acc: 0.8456955252918288, train_f1: 0.8877557278949871
Epoch 194: train_loss: 1.5236465486802944, train_acc: 0.8493433852140078, train_f1: 0.8910380388705209
Epoch 195: train_loss: 1.548107603064771, train_acc: 0.8483706225680934, train_f1: 0.8899976105602357
Epoch 196: train_loss: 1.533191370708933, train_acc: 0.8471546692607004, train_f1: 0.8903837139642797
Epoch 197: train_loss: 1.5462451988852906, train_acc: 0.8453307392996109, train_f1: 0.8876647850765251
Epoch 198: train_loss: 1.5220498141147747, train_acc: 0.848613813229572, train_f1: 0.890667359801404
Epoch 199: train_loss: 1.5534820833790628, train_acc: 0.8458171206225681, train_f1: 0.8881724178646602
Epoch 200: train_loss: 1.5405363847541438, train_acc: 0.8464250972762646, train_f1: 0.8887161289597758
